D00001	111717202
D00001	111717203
D00001	111717204
D00001	111717205
D00001	111717206
D00001	111717210
D00001	111717211
D00001	111717212
D00001	111717213
D00001	111717214
D00001	111717215
D00001	111717218
D00001	111717219
D00001	111717220
D00001	111717226
D00001	111717229
D00001	111717230
D00001	111717238
D00001	111717240
D00001	111717243
D00001	111717247
D00001	111717248
D00001	111717249
D00001	111717250
D00001	111717251
D00001	111717255
D00001	111717260
D00001	111717261
D00001	111717262
D00001	111718902
D00001	111718903
D00001	111718904
D00001	111718905
D00001	111719601
D00001	111719603
D00001	111719604
D00001	111719606
D00001	111719607
D00001	111719611
D00001	111719614
D00001	111719615
D00001	111719616
D00001	111719617
D00001	111722601
D00001	111722604
D00001	111722606
D00001	111723301
D00001	111723303
D00001	111723304
D00001	111723310
D00001	111723312
D00001	111723313
D00001	111723314
D00001	111724001
D00001	111724002
D00001	111724003
D00001	111724006
D00001	111724008
D00001	111724009
D00001	111724010
D00001	111728801
D00001	111728802
D00001	111728803
D00001	111728806
D00001	111728807
D00001	111728808
D00001	111728809
D00001	111728811
D00001	111728818
D00001	111728821
D00001	111728822
D00001	111728823
D00001	111728824
D00001	111728825
D00001	111728826
D00001	111728827
D00001	114509001
D00001	114510601
D00001	116998001
D00001	117176101
D00005	106930301
D00005	106930302
D00005	106940201
D00005	106940202
D00006	107013201
D00006	107014901
D00006	107014902
D00006	107017002
D00006	107023101
D00006	107029301
D00006	107032302
D00006	107034701
D00006	107034712
D00006	107034715
D00006	107034719
D00006	107035401
D00006	107043901
D00006	107046001
D00006	107046002
D00006	107050701
D00006	107053801
D00006	107054501
D00006	107054502
D00006	107054503
D00006	107054504
D00006	107056902
D00006	107060601
D00006	107063702
D00008	105746101
D00008	105746102
D00008	105746104
D00008	105746105
D00008	105746106
D00008	105746107
D00008	105746108
D00008	105746111
D00008	105746112
D00008	105746114
D00008	105746115
D00008	105746116
D00008	105746118
D00008	105746125
D00008	105746128
D00008	105746139
D00008	105746141
D00008	105746145
D00008	105746146
D00008	105746148
D00008	105746149
D00008	105746150
D00008	105746151
D00008	105746152
D00008	105746153
D00008	105746156
D00008	105746157
D00008	105746158
D00009	101555304
D00009	101556001
D00009	101556002
D00009	101556005
D00009	101556007
D00009	101556009
D00009	101556010
D00009	101556011
D00009	101556012
D00009	101556013
D00009	101556018
D00009	101556020
D00009	101556021
D00009	101556023
D00009	101556025
D00009	101556026
D00009	101556027
D00009	101556028
D00009	101556029
D00009	101556030
D00009	101556033
D00009	101556034
D00009	101556035
D00009	101556036
D00009	101556037
D00009	101556038
D00009	101557701
D00009	101557704
D00009	101557705
D00009	101557709
D00009	101557710
D00009	101557711
D00009	101557712
D00009	101557713
D00009	101557714
D00009	107342306
D00009	107342309
D00009	107342311
D00009	107342312
D00009	107342320
D00009	107342323
D00009	107342326
D00009	107342327
D00009	107342328
D00009	107343001
D00009	107344701
D00009	107345401
D00009	107345402
D00009	107346101
D00009	107346102
D00009	107347801
D00009	107350801
D00009	107351501
D00009	107351502
D00009	107351504
D00009	107351505
D00009	107351506
D00009	107351511
D00009	107351512
D00009	107351514
D00009	107351515
D00009	107351516
D00009	107357701
D00009	107357703
D00009	107357705
D00009	107357706
D00009	107358402
D00009	107359101
D00009	107359106
D00009	107361401
D00009	107361402
D00009	107361404
D00009	107361405
D00009	107361414
D00009	107361416
D00009	107362101
D00009	107366901
D00009	107366902
D00009	107366903
D00009	107366904
D00009	107366905
D00009	107368301
D00009	107368303
D00009	107370601
D00009	107371302
D00009	107373701
D00009	107373702
D00009	107374401
D00009	107374402
D00009	107375101
D00009	107377501
D00009	107377502
D00009	107377503
D00009	107377504
D00009	107378201
D00009	107379902
D00009	107380501
D00009	107380502
D00009	107380503
D00009	107380504
D00009	107380508
D00009	107381201
D00009	107382901
D00009	107382903
D00009	116449701
D00009	116460201
D00009	116468801
D00009	116514201
D00009	117121101
D00009	117589901
D00009	117590501
D00009	117591201
D00009	118184501
D00010	106641801
D00010	106641803
D00010	106641805
D00010	106641806
D00010	106641809
D00010	106641810
D00010	106641811
D00010	106641812
D00010	106641813
D00010	106641814
D00010	106641816
D00010	106641817
D00010	106641822
D00010	106641825
D00010	106641838
D00010	106641840
D00010	106641841
D00010	106643201
D00010	106643202
D00010	106643205
D00010	106643206
D00010	106643209
D00010	106643210
D00010	106643211
D00010	106643212
D00010	106643213
D00010	106643214
D00010	106643216
D00010	106643217
D00010	106643222
D00010	106643224
D00010	106643236
D00010	106643239
D00010	106643241
D00010	106643242
D00010	106643245
D00010	106643247
D00010	106643248
D00010	106643249
D00010	117165501
D00010	117165502
D00010	117167901
D00010	117168601
D00014	102123301
D00014	102123302
D00014	102123303
D00014	108500601
D00014	108500602
D00014	108500603
D00014	108504401
D00014	108504402
D00014	108504403
D00014	108506806
D00014	108506807
D00014	108506808
D00014	108510501
D00014	108510502
D00014	108510503
D00014	108519801
D00014	113202101
D00014	113202102
D00014	113202103
D00014	113203801
D00014	113203802
D00014	113203803
D00015	104270201
D00017	105912001
D00017	105912006
D00017	105912008
D00017	105912009
D00017	105912010
D00017	105912011
D00017	105912014
D00017	105912019
D00017	105912031
D00017	105912032
