A01AA01	100005235
A01AA02	100024266
A01AA03	100023257
A01AA04	100024550
A01AB02	100000784
A01AB03	100002713
A01AB04	100001972
A01AB05	100062705
A01AB06	100003149
A01AB07	100001923
A01AB08	100004454
A01AB09	100004189
A01AB10	100441382
A01AB12	100003607
A01AB13	125880664
A01AB14	100029563
A01AB15	100432452
A01AB16	100486300
A01AB17	100004173
A01AB18	100002812
A01AB19	100517072
A01AB21	127233777
A01AB22	125880656
A01AB23	126275995
A01AC01	100005544
A01AC02	100003003
A01AC03	100003640
A01AD01	100000838
A01AD02	100012555
A01AD05	100002244
A01AD06	100007436
A01AD07	100002161
A02AA01	100011029
A02AA02	100014792
A02AA03	100061745
A02AA04	100014791
A02AA05	100026924
A02AB01	100114790
A02AB02	100114790
A02AB03	100064655
A02AB05	121584777
A02AB07	106452712
A02AC01	100010112
A02AC02	100026370
A02AD02	100170190
A02AD03	100071749
A02AD04	100071749
A02AD05	100156054
A02BA01	100002756
A02BA02	100005039
A02BA03	100003325
A02BA04	100004513
A02BA05	103033952
A02BA06	100005105
A02BA07	100062984
A02BA08	100003873
A02BB01	100042955
A02BB02	100003231
A02BC01	100004594
A02BC02	100004679
A02BC03	100003883
A02BC04	100005029
A02BC05	100004594
A02BD07	124847953
A02BX01	100002561
A02BX02	145114148
A02BX03	100004848
A02BX05	106335486
A02BX06	100004922
A02BX07	100003459
A02BX09	100094320
A02BX10	100014652
A02BX11	100005597
A02BX12	109947828
A02BX13	106850754
A03AA01	100004642
A03AA03	100005902
A03AA04	100004031
A03AA05	100005573
A03AA06	100068705
A03AA07	100003042
A03AA08	100021787
A03AA09	100165124
A03AA30	100004839
A03AB01	100066247
A03AB02	100003494
A03AB03	100005748
A03AB04	100006066
A03AB05	100004934
A03AB06	100072092
A03AB07	100004097
A03AB08	100020298
A03AB09	100003775
A03AB10	100024199
A03AB11	100011017
A03AB12	100004057
A03AB13	100031799
A03AB14	100004832
A03AB15	100006126
A03AB17	100005473
A03AB18	100004905
A03AB19	100005476
A03AB21	100071489
A03AC04	103033975
A03AC05	100042261
A03AD01	100004680
A03AD02	100026394
A03AD30	100070881
A03AE01	100002099
A03AE02	105487301
A03AE03	100065939
A03AE04	103052762
A03AX01	100197784
A03AX02	100022262
A03AX03	100071636
A03AX04	100040703
A03AX05	100072098
A03AX06	100058520
A03AX07	100008589
A03AX08	100003678
A03AX09	100005536
A03AX10	100022296
A03AX11	100065709
A03AX12	100000359
A03AX13	105461123
A03BA01	100003661
A03BA03	100003661
A03BB01	100003636
A03BB02	100005860
A03BB03	100004120
A03BB04	100071534
A03BB05	100432585
A03FA01	100004168
A03FA02	100002769
A03FA03	100003151
A03FA04	100002446
A03FA05	100043008
A03FA06	100002780
A04AA01	100004595
A04AA02	100003510
A04AA03	100005595
A04AA04	100003148
A04AA05	100148211
A04AD01	100005184
A04AD02	100008762
A04AD04	100005977
A04AD05	100026388
A04AD10	100002978
A04AD11	100039860
A04AD12	100151165
A04AD13	109917021
A05AA01	100005645
A05AA02	100005645
A05AA03	100000303
A05AB01	100064950
A05AX01	100028426
A05AX02	103364573
A05AX03	100072065
A05BA01	100020317
A05BA03	100005213
A05BA04	100014520
A05BA05	100115056
A05BA08	100003495
A06AA02	100011339
A06AB01	100031315
A06AB02	100002391
A06AB03	100002950
A06AB04	100004764
A06AB05	106850719
A06AB08	100005243
A06AB09	100028689
A06AC05	100162200
A06AC06	106850753
A06AC07	100005533
A06AD01	100011029
A06AD02	100014792
A06AD03	100061745
A06AD04	100024083
A06AD11	100003872
